[2025-04-16 01:44:10] 60m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-86j5s          Stopping container nginx
[2025-04-16 01:47:01] 101s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-nqhnf          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 101s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-tp2k8          Successfully assigned default/nginx-basic-76dd66bf4f-tp2k8 to worker7
[2025-04-16 01:47:01] 101s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-kn4r7          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 101s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-tp2k8          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 26s         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         (combined from similar events): Created pod: nginx-basic-76dd66bf4f-j9rdf
[2025-04-16 01:47:01] 101s        Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-kn4r7          Successfully assigned default/nginx-basic-76dd66bf4f-kn4r7 to worker7
[2025-04-16 01:47:01] 101s        Normal    Pulling                        pod/nginx-basic-76dd66bf4f-cf8mr          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 100s        Normal    Created                        pod/nginx-basic-76dd66bf4f-nqhnf          Created container nginx
[2025-04-16 01:47:01] 100s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-nqhnf          Successfully pulled image "nginx:latest" in 663ms (663ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 100s        Normal    Started                        pod/nginx-basic-76dd66bf4f-nqhnf          Started container nginx
[2025-04-16 01:47:01] 100s        Normal    Created                        pod/nginx-basic-76dd66bf4f-kn4r7          Created container nginx
[2025-04-16 01:47:01] 100s        Normal    Started                        pod/nginx-basic-76dd66bf4f-kn4r7          Started container nginx
[2025-04-16 01:47:01] 100s        Normal    Pulled                         pod/nginx-basic-76dd66bf4f-kn4r7          Successfully pulled image "nginx:latest" in 671ms (1.333s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 99s         Normal    Started                        pod/nginx-basic-76dd66bf4f-cf8mr          Started container nginx
[2025-04-16 01:47:01] 99s         Normal    Created                        pod/nginx-basic-76dd66bf4f-cf8mr          Created container nginx
[2025-04-16 01:47:01] 99s         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-cf8mr          Successfully pulled image "nginx:latest" in 676ms (2.009s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 98s         Normal    Created                        pod/nginx-basic-76dd66bf4f-tp2k8          Created container nginx
[2025-04-16 01:47:01] 98s         Normal    Started                        pod/nginx-basic-76dd66bf4f-tp2k8          Started container nginx
[2025-04-16 01:47:01] 98s         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-tp2k8          Successfully pulled image "nginx:latest" in 674ms (2.68s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 26s         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-2k9gr          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 26s         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 15 from 12
[2025-04-16 01:47:01] 26s         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-j9rdf          Successfully assigned default/nginx-basic-76dd66bf4f-j9rdf to worker7
[2025-04-16 01:47:01] 26s         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-2k9gr          Successfully assigned default/nginx-basic-76dd66bf4f-2k9gr to worker7
[2025-04-16 01:47:01] 26s         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-qmhkc          Successfully assigned default/nginx-basic-76dd66bf4f-qmhkc to worker7
[2025-04-16 01:47:01] 26s         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-qmhkc          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 26s         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 15; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:01] 26s         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-j9rdf          Pulling image "nginx:latest"
[2025-04-16 01:47:01] 25s         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-2k9gr          Successfully pulled image "nginx:latest" in 676ms (676ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 25s         Normal    Started                        pod/nginx-basic-76dd66bf4f-2k9gr          Started container nginx
[2025-04-16 01:47:01] 25s         Normal    Created                        pod/nginx-basic-76dd66bf4f-2k9gr          Created container nginx
[2025-04-16 01:47:01] 24s         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-qmhkc          Successfully pulled image "nginx:latest" in 682ms (1.353s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 24s         Normal    Created                        pod/nginx-basic-76dd66bf4f-qmhkc          Created container nginx
[2025-04-16 01:47:01] 24s         Normal    Started                        pod/nginx-basic-76dd66bf4f-qmhkc          Started container nginx
[2025-04-16 01:47:01] 24s         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-j9rdf          Successfully pulled image "nginx:latest" in 677ms (2.03s including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:01] 24s         Normal    Created                        pod/nginx-basic-76dd66bf4f-j9rdf          Created container nginx
[2025-04-16 01:47:01] 24s         Normal    Started                        pod/nginx-basic-76dd66bf4f-j9rdf          Started container nginx
[2025-04-16 01:47:11] 56m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-wkthn          Stopping container nginx
[2025-04-16 01:47:11] 55m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:47:11] 55m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-gssx5
[2025-04-16 01:47:11] 55m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-gssx5          Successfully assigned default/nginx-basic-76dd66bf4f-gssx5 to worker7
[2025-04-16 01:47:11] 55m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-gssx5          Pulling image "nginx:latest"
[2025-04-16 01:47:11] 55m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-gssx5          Successfully pulled image "nginx:latest" in 695ms (695ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:11] 55m         Normal    Created                        pod/nginx-basic-76dd66bf4f-gssx5          Created container nginx
[2025-04-16 01:47:11] 55m         Normal    Started                        pod/nginx-basic-76dd66bf4f-gssx5          Started container nginx
[2025-04-16 01:47:11] 55m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 01:47:11] 55m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
[2025-04-16 01:47:11] 51m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-gssx5          Stopping container nginx
[2025-04-16 01:47:11] 50m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-lw7br
[2025-04-16 01:47:11] 50m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:47:11] 50m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-lw7br          Pulling image "nginx:latest"
[2025-04-16 01:47:11] 50m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-lw7br          Successfully assigned default/nginx-basic-76dd66bf4f-lw7br to worker7
[2025-04-16 01:47:11] 50m         Normal    Started                        pod/nginx-basic-76dd66bf4f-lw7br          Started container nginx
[2025-04-16 01:47:11] 50m         Normal    Created                        pod/nginx-basic-76dd66bf4f-lw7br          Created container nginx
[2025-04-16 01:47:11] 50m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-lw7br          Successfully pulled image "nginx:latest" in 694ms (694ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:11] 49m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:47:11] 49m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:47:11] 44m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-lw7br          Stopping container nginx
[2025-04-16 01:47:11] 43m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:47:11] 43m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-fcv26
[2025-04-16 01:47:11] 43m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-fcv26          Successfully assigned default/nginx-basic-76dd66bf4f-fcv26 to worker7
[2025-04-16 01:47:11] 43m         Normal    Started                        pod/nginx-basic-76dd66bf4f-fcv26          Started container nginx
[2025-04-16 01:47:11] 43m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-fcv26          Pulling image "nginx:latest"
[2025-04-16 01:47:11] 43m         Normal    Created                        pod/nginx-basic-76dd66bf4f-fcv26          Created container nginx
[2025-04-16 01:47:11] 43m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-fcv26          Successfully pulled image "nginx:latest" in 683ms (683ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:11] 43m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/nginx-basic-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:47:11] 43m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/nginx-basic-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
[2025-04-16 01:47:11] 36m         Normal    SuccessfulRescale              horizontalpodautoscaler/nginx-basic-hpa   New size: 2; reason: cpu resource utilization (percentage of request) above target
[2025-04-16 01:47:11] 36m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-q2hb7
[2025-04-16 01:47:11] 36m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 2 from 1
[2025-04-16 01:47:11] 36m         Normal    Pulling                        pod/nginx-basic-76dd66bf4f-q2hb7          Pulling image "nginx:latest"
[2025-04-16 01:47:11] 36m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-q2hb7          Successfully assigned default/nginx-basic-76dd66bf4f-q2hb7 to worker7
[2025-04-16 01:47:11] 36m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-q2hb7          Successfully pulled image "nginx:latest" in 704ms (704ms including waiting). Image size: 72207578 bytes.
[2025-04-16 01:47:11] 36m         Normal    Created                        pod/nginx-basic-76dd66bf4f-q2hb7          Created container nginx
[2025-04-16 01:47:11] 36m         Normal    Started                        pod/nginx-basic-76dd66bf4f-q2hb7          Started container nginx
[2025-04-16 01:47:11] 34m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-q2hb7          Stopping container nginx
[2025-04-16 01:47:11] 34m         Normal    Killing                        pod/nginx-basic-76dd66bf4f-fcv26          Stopping container nginx
[2025-04-16 01:47:11] 33m         Normal    ScalingReplicaSet              deployment/nginx-basic                    Scaled up replica set nginx-basic-76dd66bf4f to 1
[2025-04-16 01:47:11] 33m         Normal    SuccessfulCreate               replicaset/nginx-basic-76dd66bf4f         Created pod: nginx-basic-76dd66bf4f-cg8fr
[2025-04-16 01:47:11] 33m         Normal    Scheduled                      pod/nginx-basic-76dd66bf4f-cg8fr          Successfully assigned default/nginx-basic-76dd66bf4f-cg8fr to worker7
[2025-04-16 01:47:11] 33m         Normal    Created                        pod/nginx-basic-76dd66bf4f-cg8fr          Created container nginx
[2025-04-16 01:47:11] 33m         Normal    Started                        pod/nginx-basic-76dd66bf4f-cg8fr          Started container nginx
[2025-04-16 01:47:11] 33m         Normal    Pulled                         pod/nginx-basic-76dd66bf4f-cg8fr          Successfully pulled image "nginx:latest" in 697ms (697ms including waiting). Image size: 72207578 bytes.
